File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
377, 1074746083, 6846938, 1153078357, 685390
378, 1082603643, 6919342, 1147138030, 7889318
379, 1090500085, 6955827, 2287749689, 123048607
37, 3432463, 4126, 4542850, 3989
380, 1098407989, 7028703, 1159882568, 7718901
381, 1106391697, 7065481, 1167216443, 2747436
382, 1114420892, 7139601, 1173668897, 3929423
383, 1122449438, 7176667, 2358012441, 126836169
384, 1130532016, 7250888, 1210433231, 426588
385, 1138671665, 7288623, 1208764432, 396872
386, 1146804619, 7364099, 1606309456, 4012033
387, 1155001176, 7402137, 1230403111, 502403
388, 1163240835, 7478096, 1424961190, 2096299
389, 1171517318, 7516416, 2466070060, 132808316
38, 3633612, 4247, 3713948, 4160
390, 1179819816, 7593664, 1258894712, 427284
391, 1188183726, 7632282, 1283455350, 982418
392, 1196542721, 7709608, 1270280743, 405914
393, 1204993292, 7748911, 1548334635, 3000277
394, 1213433647, 7827539, 1278325253, 4257071
395, 1221977383, 7867144, 1293906467, 2063907
396, 1230523143, 7946255, 1330563113, 554466
397, 1239046983, 7986160, 2615132779, 141163838
398, 1247715263, 8066570, 1314564732, 4423434
399, 1256381114, 8106789, 1445670527, 1426513
39, 3849083, 4301, 3957921, 4074
400, 1265071814, 8187289, 1349822182, 9803071
401, 1273803273, 8228200, 2691908928, 145469907
402, 1282580201, 8310025, 1497728059, 1603415
403, 1291436157, 8351244, 1385134793, 775990
404, 1300312069, 8433562, 1374740675, 2558346
405, 1309198465, 8475089, 1380839411, 9140365
406, 1318155494, 8558736, 1517441144, 1453516
407, 1327088312, 8600570, 1418539025, 660706
408, 1336137140, 8684316, 1441985834, 11508803
409, 1345223863, 8726858, 2849918109, 154342983
40, 4069404, 4454, 4230499, 4472
410, 1354323235, 8811945, 1426336246, 1078975
411, 1363494008, 8854813, 1756236584, 3408462
412, 1372676037, 8940419, 1451439418, 2702898
413, 1381869715, 8983573, 1592523749, 1862945
414, 1391165767, 9070537, 1503585033, 10500914
415, 1400513402, 9114031, 1671424615, 2379690
416, 1409870602, 9201071, 1511604278, 11185655
417, 1419245513, 9245286, 1829450945, 3551135
418, 1428702835, 9333699, 1527076032, 685918
419, 1438209959, 9378236, 3056006276, 166192504
41, 4296331, 4495, 5807715, 4291
420, 1447698806, 9467181, 1589158223, 15018934
421, 1457251369, 9512028, 3098327498, 168317920
422, 1466908814, 9602348, 1546337444, 5239455
423, 1476541032, 9647510, 1573043284, 592566
424, 1486221117, 9737931, 1694175768, 1434798
425, 1495943150, 9783851, 1583617248, 689448
426, 1505736984, 9875660, 1597565765, 2208539
