File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
500,2351818469,15914827,2488206368,639704
50,6708882,4803,7163305,4710
51,7008090,4884,7749550,4769
52,7323947,5115,7588965,4954
53,7645775,5188,10912869,5034
54,7976107,5371,8475604,5075
55,8325953,5444,8946289,5180
56,8680235,5686,9134025,5658
57,9033324,5760,9322638,5379
58,9405556,5942,9659252,6054
59,9774849,6019,14282969,5601
60,10167223,6243,10548367,6312
61,10562114,6310,15544752,5835
62,10963519,6463,11268672,6462
63,11375362,6527,12093680,6875
64,11802261,6752,12135568,6888
65,12227168,6817,12762360,6284
66,12672093,6963,13097134,7320
67,13124316,7032,19727880,6463
68,13581025,7278,14961246,7687
69,14061333,7347,14541529,8093
70,14544227,7499,15528956,7989
71,15030880,7570,22890072,6926
72,15531467,7827,16068154,8227
73,16053767,7901,24596429,7224
74,16574868,8055,17074934,9961
75,17112945,8133,17874330,9407
76,17652005,8401,18190963,10321
77,18203528,8481,19549702,12586
78,18769906,8644,19349725,10850
79,19351212,8720,30179637,7916
80,19941040,9015,20563717,11123
81,20536700,9092,21276306,10573
82,21143489,9261,25527755,10050
83,21771373,9348,34330314,25268
84,22405146,9661,24119590,10462
85,23044473,9745,25349549,13213
86,23706591,9927,24470458,12528
87,24376720,10014,25275047,13400
88,25047629,96464,26849808,11270
89,25736649,98511,41222553,98060
90,26449646,102814,27777167,18517
91,27147142,105021,29375062,16854
92,27876200,110495,29040545,16591
93,28620109,112781,29698073,17068
94,29370596,117422,30353613,14355
95,30132497,119784,33354747,15952
96,30905555,124609,31949228,14659
97,31694275,127139,51745249,125541
98,32489424,132115,35226317,21620
99,33307836,134730,35423710,14705
